Ruta	Descripción	Fecha Gaceta	Fecha Vigencia
74	SAN JOSE-Bº SAN MARTIN-UMARA	CORPORACION NACIONAL DE TRANSPORTES S.A. (CONATRA, S.A.)	(RA-017)
76	SAN JOSE-LUNA PARK-ZOROBARU	CORPORACION NACIONAL DE TRANSPORTES S.A. (CONATRA, S.A.)	(RA-017)
81	SAN JOSE-LOPEZ MATEOS	CORPORACION NACIONAL DE TRANSPORTES S.A. (CONATRA, S.A.)	(RA-017)
80 BS	SAN JOSE-SAN RAFAEL ABAJO	TRANSPORTES SAN RAFAEL ABAJO S.A.	(RA-383)
80	SAN JOSE-SAN RAFAEL ABAJO	LARED LTDA	(RA-059)
80	SAN JOSE-SAN RAFAEL ABAJO-Bº LAS FUENTES	LARED LTDA	(RA-059)
80	SAN JOSE-SAN RAFAEL ABAJO-Bº VALENCIA	LARED LTDA	(RA-059)
80	SAN JOSE-SAN JUAN DE DIOS DE DESAMPARADOS	LARED LTDA	(RA-059)
80	SAN JOSE-SAN RAFAEL ARRIBA	LARED LTDA	(RA-059)
80	SAN JOSE-POAS DE ASERRI	LARED LTDA	(RA-059)
80	SAN JOSE-POAS-SAN JOSE DE LA MONTAÑA	LARED LTDA	(RA-059)
80	SAN JOSE-POAS-LAMPARAS	LARED LTDA	(RA-059)
80	SAN JOSE-SAN RAFAEL ABAJO-LA FLORITA-SANTA CECILIA	LARED LTDA	(RA-059)
82	SAN JOSE-SAN SEBASTIAN-COLONIA KENNEDY	CONSORCIO DE TRANSPORTES COOPERATIVOS METROCOOP R.L.	(RA-053)
90-91	SAN JOSE-HATILLO 1 Y 2	CONSORCIO DE TRANSPORTES COOPERATIVOS METROCOOP R.L.	(RA-053)
90-91	SAN JOSE-HATILLO 3 Y 4	CONSORCIO DE TRANSPORTES COOPERATIVOS METROCOOP R.L.	(RA-053)
90-91	SAN JOSE-HATILLO 5	CONSORCIO DE TRANSPORTES COOPERATIVOS METROCOOP R.L.	(RA-053)
90-91	SAN JOSE-COLONIA 15 DE SETIEMBRE	CONSORCIO DE TRANSPORTES COOPERATIVOS METROCOOP R.L.	(RA-053)
90-91	SAN JOSE-Bº CRISTO REY-Bº SAGRADA FAMILIA	CONSORCIO DE TRANSPORTES COOPERATIVOS METROCOOP R.L.	(RA-053)
90-91	SAN JOSE-HATILLO 6 Y 7	CONSORCIO DE TRANSPORTES COOPERATIVOS METROCOOP R.L.	(RA-053)
90-91	SAN JOSE-HATILLO 8	CONSORCIO DE TRANSPORTES COOPERATIVOS METROCOOP R.L.	(RA-053)
94 G	SAN JOSE-ALAJUELITA-IMAS-LA AURORA	CONSORCIO DE TRANSPORTES COOPERATIVOS METROCOOP R.L.	(RA-053)
83	SAN JOSE-CONCEPCION DE ALAJUELITA	RUTA 83 AB S.A.	(RA-087)
83	SAN JOSE-CONCEPCION-VISTA REAL-MONTE ALTO	RUTA 83 AB S.A.	(RA-087)
94	SAN JOSE-ALAJUELITA-EL LLANO	TRANSPORTES DOSCIENTOS CINCO S.A.	(RA-086)
94	SAN JOSE-ALAJUELITA-LOS FILTROS	TRANSPORTES DOSCIENTOS CINCO S.A.	(RA-086)
94	SAN JOSE-ALAJUELITA-SAN FELIPE	TRANSPORTES DOSCIENTOS CINCO S.A.	(RA-086)
94	SAN JOSE-ALAJUELITA-TEJARCILLOS	TRANSPORTES DOSCIENTOS CINCO S.A.	(RA-086)
94	SAN JOSE-ALAJUELITA-CONCEPCION	TRANSPORTES DOSCIENTOS CINCO S.A.	(RA-086)
94	SAN JOSE-ALAJUELITA-GERANIOS-ESQUIPULAS	TRANSPORTES DOSCIENTOS CINCO S.A.	(RA-086)
94	SAN JOSE-ALAJUELITA-COCHEA	TRANSPORTES DOSCIENTOS CINCO S.A.	(RA-086)
94	SAN JOSE-ALAJUELITA-LA CHOROTEGA	TRANSPORTES DOSCIENTOS CINCO S.A.	(RA-086)
94	SAN JOSE-ALAJUELITA-LA VERBENA	TRANSPORTES DOSCIENTOS CINCO S.A.	(RA-086)
120	SAN JOSE-RODILLAL	BUSES SAN MIGUEL HIGUITO S.A.	(RA-057)
120	SAN JOSE-HIGUITO-ENCINALES	BUSES SAN MIGUEL HIGUITO S.A.	(RA-057)
120	SAN JOSE-HIGUITO-CALLE VALVERDE-SANTA BARBARA	BUSES SAN MIGUEL HIGUITO S.A.	(RA-057)
120	SAN JOSE-HIGUITO-EL LLANO	BUSES SAN MIGUEL HIGUITO S.A.	(RA-057)
120	SAN JOSE-HIGUITO-EL HUAZO	BUSES SAN MIGUEL HIGUITO S.A.	(RA-057)
120	SAN JOSE-URB EL LINCE DE HIGUITO	BUSES SAN MIGUEL HIGUITO S.A.	(RA-057)
120	SAN JOSE-HIGUITO-SABANILLAS	BUSES SAN MIGUEL HIGUITO S.A.	(RA-057)
120 A	SAN JOSE-LOS GUIDOS-CASA CUBA	AUTOTRANSPORTES LOS GUIDO S.A.	(RA-033)
120 A	SAN JOSE-LOS GUIDOS-CEMENTERIO	AUTOTRANSPORTES LOS GUIDO S.A.	(RA-033)
121 BS	PROVINCIA DE SAN JOSE	Se elimina	Se elimina
100	SAN JOSE-SAN ISIDRO DE EL GRAL	MUSOC S.A.	(RA-174)
100	SAN JOSE-OJO DE AGUA	MUSOC S.A.	(RA-174)
100	SAN JOSE-LA TRINIDAD	MUSOC S.A.	(RA-174)
100	SAN JOSE-EL EMPALME	MUSOC S.A.	(RA-174)
100	SAN JOSE-CRUCE LA SIERRA	MUSOC S.A.	(RA-174)
100	SAN ISIDRO-VILLA MILLS (CERRO)	MUSOC S.A.	(RA-174)
100	SAN ISIDRO-NIVEL	MUSOC S.A.	(RA-174)
100	SAN ISIDRO-DIVISION	MUSOC S.A.	(RA-174)
100	SAN ISIDRO-EL JARDIN	MUSOC S.A.	(RA-174)
100 SD	SAN JOSE-SAN ISIDRO DE EL GRAL	MUSOC S.A.	(RA-174)
102	PURISCAL-CRUCE A TABARCIA	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
102	PURISCAL-GUAYABO	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
102	PURISCAL-FILA DE MORA	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
102	PURISCAL-ESTERO	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
102	PURICAL-SAN ANTONIO	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
102 EXT	PURISCAL-SAN ANTONIO ABAJO	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
102 EXT	PURISCAL-FILA DE ACOSTA	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
102 EXT	PURISCAL-PALMICHAL	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
102 EXT	PURISCAL-TABARCIA	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
129	PURISCAL-JARIS DE MORA	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
129	PURISCAL-NARANJITO	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
147	PURISCAL-FLORALIA	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
147	PURISCAL-FRANKLIN	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
147	PURISCAL-SAN RAFAEL ABAJO	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
147	PURISCAL-SAN RAFAEL ARRIBA	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
147	PURISCAL-LA GLORIA	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
147	PURISCAL-Bº SANTA CECILIA	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
171	PURISCAL-SAN RAMON	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
171	PURISCAL-SALITRALES	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
171	PURISCAL-LA PALMA	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
171	PURISCAL-JILGUERAL	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
171	PURISCAL-SANTA MARTA	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
196	PURISCAL-BAJO MURILLOS	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
196	PURISCAL-MARCIAL	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
196	PURISCAL-JOSEFINA	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
196	PURISCAL-CRUCE ALEXIS ROJAS	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
196	PURISCAL-MERCEDES NORTE CENTRO	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
196	PURISCAL-JUNQUILLO	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
198	PURISCAL-ZAPATON	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
198	PURISCAL-CONCEPCION	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
198	PURISCAL-SAN MIGUEL	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
198	PURISCAL-MASTATAL	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
198	PURISCAL-SAN VICENTE	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
198	PURISCAL-CRUCE A SANTA ROSA	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
198	PURISCAL-SAN RAMON	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
198	PURISCAL-SALITRALES	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
198	PURISCAL-LA PALMA	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
198	PURISCAL-PAVERO	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
198	PURISCAL-SANTA MARTA	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
198	PURISCAL-LA LEGUA	TRANSPORTES AGUILAR CRUZ S.A.	(RA-180)
103	SAN JOSE-SAN ANDRES DE LEON CORTES	TRANSPORTES RUTA CIENTO TRES S.A.	(RA-439)
103	SAN JOSE-MONTERREY	TRANSPORTES RUTA CIENTO TRES S.A.	(RA-439)
103	SAN JOSE-ENTRADA A LIMONAL	TRANSPORTES RUTA CIENTO TRES S.A.	(RA-439)
103	SAN JOSE-TRINIDAD	TRANSPORTES RUTA CIENTO TRES S.A.	(RA-439)
103	SAN JOSE-ENTRADA A SAN GABRIEL	TRANSPORTES RUTA CIENTO TRES S.A.	(RA-439)
103	SAN JOSE-TRANQUERILLA	TRANSPORTES RUTA CIENTO TRES S.A.	(RA-439)
103	SAN JOSE-TARBACA	TRANSPORTES RUTA CIENTO TRES S.A.	(RA-439)
103	ASERRI-MONTERREY	TRANSPORTES RUTA CIENTO TRES S.A.	(RA-439)
104	ACOSTA-PALMICHAL	IBO MONGE CALDERÓN	(RA-397)
104	ACOSTA-CHIRRACA	IBO MONGE CALDERÓN	(RA-397)
104	ACOSTA-PUENTE	IBO MONGE CALDERÓN	(RA-397)
106	ACOSTA-TABLAZO	IBO MONGE CALDERÓN	(RA-397)
195	SAN IGNACIO DE ACOSTA-BAJOS DEL JORCO	IBO MONGE CALDERÓN	(RA-397)
195	SAN IGNACIO DE ACOSTA-LAGUNILLA	IBO MONGE CALDERÓN	(RA-397)
195	SAN IGNACIO DE ACOSTA-CACAO	IBO MONGE CALDERÓN	(RA-397)
195	SAN IGNACIO DE ACOSTA-AGUA BLANCA	IBO MONGE CALDERÓN	(RA-397)
195	SAN IGNACIO DE ACOSTA-PUENTE	IBO MONGE CALDERÓN	(RA-397)
107	PURISCAL-GALAN	RIGOBERTO CAMPOS CUBILLO	No Tiene RA
107	PURISCAL-SAN RAMON	RIGOBERTO CAMPOS CUBILLO	No Tiene RA
107	PURISCAL-SALITRALES	RIGOBERTO CAMPOS CUBILLO	No Tiene RA
107	PURISCAL-LA PALMA	RIGOBERTO CAMPOS CUBILLO	No Tiene RA
107	PURISCAL-JILGUERAL	RIGOBERTO CAMPOS CUBILLO	No Tiene RA
107	PURISCAL-SANTA MARTA	RIGOBERTO CAMPOS CUBILLO	No Tiene RA
107	PURISCAL-LA LEGUA	RIGOBERTO CAMPOS CUBILLO	No Tiene RA
107	PURISCAL-CERBATANA	RIGOBERTO CAMPOS CUBILLO	No Tiene RA
107	SAN RAMON-GALAN	RIGOBERTO CAMPOS CUBILLO	No Tiene RA
123	SAN JOSE-LA LEGUA	AUTOTRANSPORTES LA LEGUA S.A.	(RA-182)
123	SAN JOSE-MONTERREY	AUTOTRANSPORTES LA LEGUA S.A.	(RA-182)
123	SAN JOSE-ENTRADA A LIMONAL	AUTOTRANSPORTES LA LEGUA S.A.	(RA-182)
123	SAN JOSE-TRINIDAD	AUTOTRANSPORTES LA LEGUA S.A.	(RA-182)
123	SAN JOSE-ENTRADA A SAN GABRIEL	AUTOTRANSPORTES LA LEGUA S.A.	(RA-182)
123	SAN JOSE-TRANQUERILLA	AUTOTRANSPORTES LA LEGUA S.A.	(RA-182)
123	SAN JOSE-TARBACA	AUTOTRANSPORTES LA LEGUA S.A.	(RA-182)
157	SAN JOSE-TURRUJAL DE ACOSTA	TRANSPORTES SAN GABRIEL DE ASERRÍ S.A.	(RA-315)
157	SAN JOSE-SAN IGNACIO	TRANSPORTES SAN GABRIEL DE ASERRÍ S.A.	(RA-315)
157	SAN JOSE-VUELTA DE JORCO	TRANSPORTES SAN GABRIEL DE ASERRÍ S.A.	(RA-315)
157	SAN JOSE-TARBACA	TRANSPORTES SAN GABRIEL DE ASERRÍ S.A.	(RA-315)
157	SAN JOSE-SAN GABRIEL DE ASERRI	TRANSPORTES SAN GABRIEL DE ASERRÍ S.A.	(RA-315)
157	SAN JOSE-LA FILA	TRANSPORTES SAN GABRIEL DE ASERRÍ S.A.	(RA-315)
157	SAN JOSE-TARBACA	TRANSPORTES SAN GABRIEL DE ASERRÍ S.A.	(RA-315)
157	SAN JOSE-SAN GABRIEL DE ASERRI	TRANSPORTES SAN GABRIEL DE ASERRÍ S.A.	(RA-315)
194	SAN IGNACIO DE ACOSTA-MONTE REDONDO	TRANSPORTES SAN GABRIEL DE ASERRÍ S.A.	(RA-315)
194	SAN IGNACIO DE ACOSTA-VUELTA DE JORCO	TRANSPORTES SAN GABRIEL DE ASERRÍ S.A.	(RA-315)
157	SAN IGNACIO DE ACOSTA-MONTE REDONDO	TRANSPORTES SAN GABRIEL DE ASERRÍ S.A.	(RA-315)
157	SAN IGNACIO DE ACOSTA-VUELTA DE JORCO	TRANSPORTES SAN GABRIEL DE ASERRÍ S.A.	(RA-315)
170	ACOSTA-TERUEL	HERMES GODÍNEZ VARGAS	(RA-424)
170	ACOSTA-SABANILLA	HERMES GODÍNEZ VARGAS	(RA-424)
170	ACOSTA-MONTAÑA	HERMES GODÍNEZ VARGAS	(RA-424)
170	ACOSTA-NARANJAL	HERMES GODÍNEZ VARGAS	(RA-424)
170	ACOSTA-CANGREJAL	HERMES GODÍNEZ VARGAS	(RA-424)
170	ACOSTA-ENTRADA A CEIBO	HERMES GODÍNEZ VARGAS	(RA-424)
170	ACOSTA-SALITRAL	HERMES GODÍNEZ VARGAS	(RA-424)
170	ACOSTA-RESBALON ARRIBA	HERMES GODÍNEZ VARGAS	(RA-424)
170	ACOSTA-RESBALON ABAJO	HERMES GODÍNEZ VARGAS	(RA-424)
170	ACOSTA-SAN LUIS	HERMES GODÍNEZ VARGAS	(RA-424)
634	PARRITA-BIJAGUAL	HERMES GODÍNEZ VARGAS	(RA-424)
634	PARRITA-SUBRES	HERMES GODÍNEZ VARGAS	(RA-424)
634	PARRITA-SARDINAL NORTE	HERMES GODÍNEZ VARGAS	(RA-424)
634	PARRITA-SARDINAL	HERMES GODÍNEZ VARGAS	(RA-424)
125	SAN JOSE-BUSTAMANTE	ESCALAMÓN S.A.	(RA-273)
125	SAN JOSE-FRAILES	ESCALAMÓN S.A.	(RA-273)
125	SAN JOSE-CORRALILLO	ESCALAMÓN S.A.	(RA-273)
125	SAN JOSE-SANTA ELENA	ESCALAMÓN S.A.	(RA-273)
125	SAN JOSE-RIO CONEJO	ESCALAMÓN S.A.	(RA-273)
125	SAN JOSE-ROSARIO	ESCALAMÓN S.A.	(RA-273)
125	SAN JOSE-TRANQUERILLA	ESCALAMÓN S.A.	(RA-273)
125	SAN JOSE-TARBACA	ESCALAMÓN S.A.	(RA-273)
126	SAN JOSE-JERICO	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	SAN JOSE-GUADARRAMA	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	SAN JOSE-SAN JUAN NORTE	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	SAN JOSE-SAN JUAN SUR	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	SAN JOSE-RIO CONEJO	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	SAN JOSE-LOMA LARGA	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
131	CARTAGO-COPALCHI	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
131	CARTAGO-SAN ISIDRO DE EL ALUMBRE	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
131	CARTAGO-SAN JUAN NORTE	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
131	CARTAGO-SAN JUAN SUR	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
131	CARTAGO-LOMA LARGA	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
132	LA GUARIA-SANTA ELENA ARRIBA-SANTA ELENA ABAJO-LOMA LARGA-RIO CONEJO-SAN JUAN SUR-CALLE ABARCA-CALLE VALVERDE-SAN JUAN SUR-LA GUARIA	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	SAN JOSE-JERICO	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	SAN JOSE-GUADARRAMA	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	SAN JOSE-SAN JUAN NORTE	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	SAN JOSE-SAN JUAN SUR	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	SAN JOSE-RIO CONEJO	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	SAN JOSE-LOMA LARGA	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	SAN JOSE-LA GUARIA	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	CARTAGO-COPALCHI	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	CARTAGO-SAN ISIDRO DE EL ALUMBRE	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	CARTAGO-SAN JUAN NORTE	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	CARTAGO-SAN JUAN SUR	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	CARTAGO-LOMA LARGA	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	LOMA LARGA-SAN JUAN SUR-RIO CONEJO-SANTA ELENA ABAJO-SANTA ELENA ARRIBA-LA GUARIA Y VICEVERSA	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	SAN JOSE-LOMA LARGA	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	SAN JOSE-RIO CONEJO	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	SAN JOSE-SAN JUAN SUR	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	SAN JOSE-SAN JUAN NORTE	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	SAN JOSE-GUADARRAMA	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
126	SAN JOSE-JERICO	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
131	CARTAGO-LOMA LARGA	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
131	CARTAGO-SAN JUAN SUR	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
131	CARTAGO-SAN JUAN NORTE	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
131	CARTAGO-SAN ISIDRO DE EL ALUMBRE	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
131	CARTAGO-COPALCHI	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
132	LA GUARIA-SANTA ELENA-LOMA LARGA-RIO CONEJO-SAN JUAN SUR-CALLE ABARCA-EL ROSARIO-CALLE VALVERDE-LA GUARIA-GUADARRAMA-SAN JUAN NORTE	AUTOTRANSPORTES SAN JOSÉ - SAN JUAN DE TOBOSI SUR S.A.	(RA-039)
127	SAN JOSE-Bº SAN BOSCO	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
127	SAN JOSE-CIUDAD COLON	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
127	PERIFERICA CIUDAD COLON	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
145	SAN JOSE-PURISCAL	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
145	SAN JOSE-SAN ANTONIO DE PURISCAL	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
145	SAN JOSE-GUAYABO	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
145	SAN JOSE-EL ALTO	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
145	SAN JOSE-QUEBRADAS	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
145	SAN JOSE-CIUDAD COLON	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
145	CIUDAD COLON-PURISCAL	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
145 BS	SAN JOSE-PURISCAL	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
145 SD	SAN JOSE-PURISCAL	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
159	SAN JOSE-PALMICHAL	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA	(RA-012)
159	SAN JOSE-TABARCIA	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA	(RA-012)
159	SAN JOSE-MORADO	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA	(RA-012)
159	SAN JOSE-EL ALTO	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA	(RA-012)
159	SAN JOSE-CIUDAD COLON	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA	(RA-012)
159	SAN JOSE-SANTA ANA	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA	(RA-012)
159	CIUDAD COLON-TABARCIA	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA	(RA-012)
159	CIUDAD COLON-EL ALTO	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA	(RA-012)
159	EL ALTO-MORADO-TABARCIA-PALMICHAL	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA	(RA-012)
158	SAN JOSE-PIEDRAS BLANCAS	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
158	SAN JOSE-TABARCIA	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
158	SAN JOSE-MORADO	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
158	SAN JOSE-EL ALTO	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
158	TABARCIA-PIEDRAS BLANCAS	COMPAÑIA TRANSPORTISTA DEL SUROESTE LTDA (COMTRASULI)	(RA-012)
179	SAN ISIDRO-SAN RAFAEL	TRANSPORTES FÁTIMA S.A.	(RA-243)
179	SAN ISIDRO-TAMBOR	TRANSPORTES FÁTIMA S.A.	(RA-243)
179	SAN ISIDRO-LOS ANGELES	TRANSPORTES FÁTIMA S.A.	(RA-243)
179	SAN ISIDRO-SAN PEDRO	TRANSPORTES FÁTIMA S.A.	(RA-243)
179	SAN ISIDRO-ENTRADA A SAN PEDRO	TRANSPORTES FÁTIMA S.A.	(RA-243)
179	SAN ISIDRO-ENTRADA A CAJON	TRANSPORTES FÁTIMA S.A.	(RA-243)
179	SAN ISIDRO-NAVAJUELAS	TRANSPORTES FÁTIMA S.A.	(RA-243)
179	SAN ISIDRO-PACUAR	TRANSPORTES FÁTIMA S.A.	(RA-243)
179	SAN ISIDRO-REPUNTA	TRANSPORTES FÁTIMA S.A.	(RA-243)
179	SAN ISIDRO-PALMARES	TRANSPORTES FÁTIMA S.A.	(RA-243)
179	SAN ISIDRO-LOURDES	TRANSPORTES FÁTIMA S.A.	(RA-243)
179	SAN PEDRO-SAN RAFAEL	TRANSPORTES FÁTIMA S.A.	(RA-243)
179	SAN ISIDRO-COLONIA CRISTO REY	TRANSPORTES FÁTIMA S.A.	(RA-243)
179	SAN ISIDRO-ZAPOTAL	TRANSPORTES FÁTIMA S.A.	(RA-243)
179	SAN ISIDRO-LA HORTENSIA	TRANSPORTES FÁTIMA S.A.	(RA-243)
179	SAN ISIDRO-SANTIAGO	TRANSPORTES FÁTIMA S.A.	(RA-243)
179	SAN ISIDRO-FATIMA	TRANSPORTES FÁTIMA S.A.	(RA-243)
179	SAN ISIDRO-LA GUARIA	TRANSPORTES FÁTIMA S.A.	(RA-243)
179	SAN ISIDRO-LA UNION	TRANSPORTES FÁTIMA S.A.	(RA-243)
179	SAN ISIDRO-LA FORTUNA	TRANSPORTES FÁTIMA S.A.	(RA-243)
179	SAN ISIDRO-CAJON	TRANSPORTES FÁTIMA S.A.	(RA-243)
